,Start,End,Ignored
0,1013.3333333333334,1106.6666666666667,1
1,1316.6666666666667,1500.0,2
2,1743.3333333333333,1916.6666666666667,3
3,2160.0,2310.0,4
4,2610.0,2696.6666666666665,1
5,3030.0,3173.3333333333335,2
6,3573.3333333333335,3663.3333333333335,3
7,3963.3333333333335,4083.3333333333335,4
8,4550.0,4650.0,1
9,4883.333333333333,4973.333333333333,2
10,5306.666666666667,5376.666666666667,3
11,5643.333333333333,5760.0,4
12,6010.0,6126.666666666667,1
13,6393.333333333333,6580.0,2
14,6880.0,6980.0,3
15,7246.666666666667,7360.0,4
16,7660.0,7760.0,1
17,8073.333333333333,8163.333333333333,2
18,8533.333333333334,8626.666666666666,3
19,8936.666666666666,9053.333333333334,4
20,9366.666666666666,9453.333333333334,1
21,9790.0,9890.0,2
22,10223.333333333334,10310.0,3
23,10556.666666666666,10656.666666666666,4
24,11090.0,11156.666666666666,1
25,11456.666666666666,11523.333333333334,2
26,11856.666666666666,11956.666666666666,3
27,12223.333333333334,12330.0,4
28,12630.0,12713.333333333334,1
29,13046.666666666666,13133.333333333334,2
30,13353.333333333334,13450.0,3
31,13776.666666666666,13866.666666666666,4
32,14216.666666666666,14303.333333333334,1
33,14673.333333333334,14803.333333333334,2
34,15023.333333333334,15156.666666666666,3
35,15460.0,15570.0,4
36,15870.0,15953.333333333334,1
37,15583.333333333334,16366.666666666666,2
38,16700.0,16803.333333333332,3
39,17103.333333333332,17190.0,4
