,Start,End,Ignored
0,866.6666666666666,956.6666666666666,1
1,1420.0,1483.3333333333333,2
2,2026.6666666666667,2113.3333333333335,3
3,2653.3333333333335,2720.0,4
4,3206.6666666666665,3266.6666666666665,1
5,3810.0,3870.0,2
6,4313.333333333333,4380.0,3
7,4966.666666666667,5020.0,4
8,5596.666666666667,5646.666666666667,1
9,6156.666666666667,6213.333333333333,2
10,6993.333333333333,7060.0,3
11,7583.333333333333,7630.0,4
12,8166.666666666667,8216.666666666666,1
13,8710.0,8770.0,2
14,9360.0,9416.666666666666,3
15,9953.333333333334,10033.333333333334,4
16,10586.666666666666,10663.333333333334,1
17,11420.0,11480.0,2
18,12176.666666666666,12246.666666666666,3
19,12793.333333333334,12863.333333333334,4
20,13566.666666666666,13630.0,1
21,14173.333333333334,14226.666666666666,2
22,14786.666666666666,14850.0,3
23,15410.0,15470.0,4
24,16100.0,16170.0,1
25,16663.333333333332,16716.666666666668,2
26,17293.333333333332,17356.666666666668,3
27,17866.666666666668,17936.666666666668,4
28,18570.0,18626.666666666668,1
29,19266.666666666668,19316.666666666668,2
30,19960.0,20010.0,3
31,20663.333333333332,20726.666666666668,4
32,21366.666666666668,21446.666666666668,1
33,22110.0,22170.0,2
34,22753.333333333332,22813.333333333332,3
35,23366.666666666668,23423.333333333332,4
36,23963.333333333332,24016.666666666668,1
37,24603.333333333332,24666.666666666668,2
38,25393.333333333332,25466.666666666668,3
39,26223.333333333332,26276.666666666668,4
