,Start,End,Ignored
0,740.0,886.6666666666666,1
1,1186.6666666666667,1320.0,2
2,1820.0,1920.0,3
3,2243.3333333333335,2410.0,4
4,2776.6666666666665,2876.6666666666665,1
5,3306.6666666666665,3410.0,2
6,3776.6666666666665,3866.6666666666665,3
7,4550.0,4666.666666666667,4
8,5020.0,5170.0,1
9,5603.333333333333,5703.333333333333,2
10,6003.333333333333,6123.333333333333,3
11,6436.666666666667,6563.333333333333,4
12,7030.0,7143.333333333333,1
13,7476.666666666667,7553.333333333333,2
14,7886.666666666667,7966.666666666667,3
15,8433.333333333334,8513.333333333334,4
16,8913.333333333334,9013.333333333334,1
17,9423.333333333334,9556.666666666666,2
18,9853.333333333334,9953.333333333334,3
19,10320.0,10453.333333333334,4
20,10756.666666666666,10903.333333333334,1
21,11296.666666666666,11403.333333333334,2
22,11670.0,11806.666666666666,3
23,12156.666666666666,12300.0,4
24,12593.333333333334,12830.0,1
25,13396.666666666666,13486.666666666666,2
26,13836.666666666666,14146.666666666666,3
27,14586.666666666666,14826.666666666666,4
28,15396.666666666666,15536.666666666666,1
29,15816.666666666666,16046.666666666666,2
30,16396.666666666668,16500.0,3
31,16793.333333333332,16893.333333333332,4
32,17166.666666666668,17346.666666666668,1
33,17733.333333333332,17856.666666666668,2
34,18123.333333333332,18266.666666666668,3
35,18590.0,18690.0,4
36,19036.666666666668,19166.666666666668,1
37,19426.666666666668,19566.666666666668,2
38,19796.666666666668,20123.333333333332,3
39,20513.333333333332,20753.333333333332,4
