,Start,End,Ignored
0,966.6666666666666,1066.6666666666667,1
1,1250.0,1350.0,2
2,1566.6666666666667,1746.6666666666667,3
3,2150.0,2283.3333333333335,4
4,2626.6666666666665,2813.3333333333335,1
5,3046.6666666666665,3423.3333333333335,2
6,3613.3333333333335,3813.3333333333335,3
7,4080.0,4326.666666666667,4
8,4986.666666666667,5120.0,1
9,5286.666666666667,5646.666666666667,2
10,6080.0,6210.0,3
11,6483.333333333333,6756.666666666667,4
12,7016.666666666667,7240.0,1
13,7426.666666666667,7773.333333333333,2
14,8070.0,8193.333333333334,3
15,8506.666666666666,8873.333333333334,4
16,9280.0,9476.666666666666,1
17,9763.333333333334,9933.333333333334,2
18,10420.0,10573.333333333334,3
19,10833.333333333334,10933.333333333334,4
20,11300.0,11460.0,1
21,11813.333333333334,11990.0,2
22,12586.666666666666,12703.333333333334,3
23,12986.666666666666,13166.666666666666,4
24,13456.666666666666,13666.666666666666,1
25,13930.0,14226.666666666666,2
26,14466.666666666666,14876.666666666666,3
27,15146.666666666666,15380.0,4
28,15763.333333333334,15956.666666666666,1
29,16363.333333333334,16510.0,2
30,16800.0,17046.666666666668,3
31,17466.666666666668,17730.0,4
32,18386.666666666668,18563.333333333332,1
33,18880.0,19233.333333333332,2
34,19606.666666666668,19980.0,3
35,20313.333333333332,20486.666666666668,4
36,20986.666666666668,21160.0,1
37,21476.666666666668,21936.666666666668,2
38,22183.333333333332,22616.666666666668,3
39,22933.333333333332,23250.0,4
