,Start,End,Ignored
0,886.6666666666666,983.3333333333334,1
1,1173.3333333333333,1266.6666666666667,2
2,1460.0,1566.6666666666667,3
3,1790.0,1900.0,4
4,2133.3333333333335,2303.3333333333335,1
5,2543.3333333333335,2733.3333333333335,2
6,3026.6666666666665,3170.0,3
7,3453.3333333333335,3613.3333333333335,4
8,3896.6666666666665,4070.0,1
9,4353.333333333333,4576.666666666667,2
10,4896.666666666667,5006.666666666667,3
11,5306.666666666667,5460.0,4
12,5703.333333333333,5876.666666666667,1
13,6193.333333333333,6370.0,2
14,6810.0,6963.333333333333,3
15,7386.666666666667,7563.333333333333,4
16,7816.666666666667,7990.0,1
17,8310.0,8503.333333333334,2
18,8960.0,9280.0,3
19,9813.333333333334,9936.666666666666,4
20,10306.666666666666,10473.333333333334,1
21,10816.666666666666,10983.333333333334,2
22,11556.666666666666,11710.0,3
23,12106.666666666666,12360.0,4
24,12830.0,12990.0,1
25,13333.333333333334,13523.333333333334,2
26,13846.666666666666,14013.333333333334,3
27,14373.333333333334,14626.666666666666,4
28,14960.0,15143.333333333334,1
29,15543.333333333334,15813.333333333334,2
30,16076.666666666666,16233.333333333334,3
31,16683.333333333332,16826.666666666668,4
32,17113.333333333332,17270.0,1
33,17493.333333333332,17660.0,2
34,17966.666666666668,18123.333333333332,3
35,18513.333333333332,18676.666666666668,4
36,18980.0,19113.333333333332,1
37,19486.666666666668,19716.666666666668,2
38,19980.0,20173.333333333332,3
39,20670.0,20763.333333333332,4
