,Start,End,Ignored
0,1156.6666666666667,1266.6666666666667,1
1,1690.0,1813.3333333333333,2
2,2380.0,2500.0,3
3,3250.0,3366.6666666666665,4
4,3920.0,4070.0,1
5,4530.0,4653.333333333333,2
6,5143.333333333333,5260.0,3
7,5863.333333333333,5976.666666666667,4
8,6540.0,6660.0,1
9,7230.0,7406.666666666667,2
10,7960.0,8106.666666666667,3
11,8773.333333333334,8906.666666666666,4
12,9620.0,9723.333333333334,1
13,10366.666666666666,10476.666666666666,2
14,11190.0,11340.0,3
15,12113.333333333334,12233.333333333334,4
16,12660.0,12813.333333333334,1
17,13423.333333333334,13516.666666666666,2
18,14200.0,14316.666666666666,3
19,14856.666666666666,14993.333333333334,4
20,15663.333333333334,15770.0,1
21,16530.0,16703.333333333332,2
22,17353.333333333332,17483.333333333332,3
23,18053.333333333332,18213.333333333332,4
24,18836.666666666668,18990.0,1
25,19636.666666666668,19776.666666666668,2
26,20440.0,20563.333333333332,3
27,20993.333333333332,21113.333333333332,4
28,21550.0,21696.666666666668,1
29,22123.333333333332,22230.0,2
30,22816.666666666668,22926.666666666668,3
31,23316.666666666668,23520.0,4
32,24010.0,24193.333333333332,1
33,24663.333333333332,24793.333333333332,2
34,25316.666666666668,25433.333333333332,3
35,25873.333333333332,25990.0,4
36,26396.666666666668,26516.666666666668,1
37,26976.666666666668,27100.0,2
38,27693.333333333332,27793.333333333332,3
39,28250.0,28390.0,4
