,Start,End,Ignored
0,886.6666666666666,956.6666666666666,1
1,1533.3333333333333,1613.3333333333333,2
2,2393.3333333333335,2483.3333333333335,3
3,3216.6666666666665,3286.6666666666665,4
4,4216.666666666667,4330.0,1
5,4990.0,5110.0,2
6,5783.333333333333,5916.666666666667,3
7,6940.0,7000.0,4
8,7636.666666666667,7723.333333333333,1
9,8490.0,8600.0,2
10,9460.0,9550.0,3
11,10436.666666666666,10616.666666666666,4
12,11350.0,11476.666666666666,1
13,12006.666666666666,12096.666666666666,2
14,12560.0,12680.0,3
15,13460.0,13546.666666666666,4
16,14216.666666666666,14316.666666666666,1
17,14823.333333333334,14916.666666666666,2
18,15740.0,15813.333333333334,3
19,16870.0,16983.333333333332,4
20,17686.666666666668,17806.666666666668,1
21,18560.0,18623.333333333332,2
22,19306.666666666668,19406.666666666668,3
23,20153.333333333332,20253.333333333332,4
24,21023.333333333332,21130.0,1
25,21720.0,21810.0,2
26,22640.0,22720.0,3
27,23613.333333333332,23703.333333333332,4
28,24410.0,24510.0,1
29,25443.333333333332,25533.333333333332,2
30,26206.666666666668,26320.0,3
31,27236.666666666668,27336.666666666668,4
32,28003.333333333332,28106.666666666668,1
33,29230.0,29356.666666666668,2
34,30163.333333333332,30280.0,3
35,30873.333333333332,30966.666666666668,4
36,31760.0,31923.333333333332,1
37,32646.666666666668,32783.333333333336,2
38,33310.0,33440.0,3
39,33853.333333333336,33953.333333333336,4
