,Start,End,Ignored
0,1010.0,1143.3333333333333,1
1,2013.3333333333333,2206.6666666666665,2
2,3546.6666666666665,3723.3333333333335,3
3,4513.333333333333,4683.333333333333,4
4,5550.0,5706.666666666667,1
5,6693.333333333333,6860.0,2
6,7860.0,7993.333333333333,3
7,8793.333333333334,8913.333333333334,4
8,9583.333333333334,9703.333333333334,1
9,10656.666666666666,10826.666666666666,2
10,12496.666666666666,12630.0,3
11,13430.0,13563.333333333334,4
12,14283.333333333334,14436.666666666666,1
13,15586.666666666666,15706.666666666666,2
14,16436.666666666668,16573.333333333332,3
15,17480.0,17616.666666666668,4
16,18420.0,18610.0,1
17,19540.0,19650.0,2
18,20780.0,21020.0,3
19,21653.333333333332,21793.333333333332,4
20,22453.333333333332,22696.666666666668,1
21,23753.333333333332,23980.0,2
22,24733.333333333332,24983.333333333332,3
23,25966.666666666668,26106.666666666668,4
24,26973.333333333332,27153.333333333332,1
25,28023.333333333332,28126.666666666668,2
26,29123.333333333332,29326.666666666668,3
27,30196.666666666668,30333.333333333332,4
28,31170.0,31310.0,1
29,32363.333333333332,32466.666666666668,2
30,33786.666666666664,33870.0,3
31,34673.333333333336,34803.333333333336,4
32,35740.0,35836.666666666664,1
33,37126.666666666664,37233.333333333336,2
34,38636.666666666664,38733.333333333336,3
35,39500.0,39616.666666666664,4
36,40290.0,40413.333333333336,1
37,41316.666666666664,41420.0,2
38,42320.0,42506.666666666664,3
39,42853.333333333336,42980.0,4
