,Start,End,Ignored
0,546.6666666666666,626.6666666666666,1
1,900.0,1010.0,4
2,1273.3333333333333,1366.6666666666667,3
3,1623.3333333333333,1700.0,2
4,1883.3333333333333,1960.0,1
5,2170.0,2303.3333333333335,4
6,2520.0,2623.3333333333335,3
7,2856.6666666666665,2960.0,2
8,3133.3333333333335,3223.3333333333335,1
9,3480.0,3610.0,4
10,3806.6666666666665,3926.6666666666665,3
11,4206.666666666667,4296.666666666667,2
12,4630.0,4800.0,1
13,5050.0,5150.0,4
14,5423.333333333333,5526.666666666667,3
15,5766.666666666667,5856.666666666667,2
16,6093.333333333333,6163.333333333333,1
17,6483.333333333333,6650.0,4
18,6856.666666666667,7026.666666666667,3
19,7266.666666666667,7430.0,2
20,7630.0,7770.0,1
21,8050.0,8146.666666666667,4
22,8520.0,8653.333333333334,3
23,8920.0,9020.0,2
24,9280.0,9383.333333333334,1
25,9680.0,9766.666666666666,4
26,10063.333333333334,10166.666666666666,3
27,10396.666666666666,10496.666666666666,2
28,10720.0,10813.333333333334,1
29,11113.333333333334,11203.333333333334,4
30,11456.666666666666,11533.333333333334,3
31,11760.0,11863.333333333334,2
32,12093.333333333334,12193.333333333334,1
33,12436.666666666666,12536.666666666666,4
34,12766.666666666666,12870.0,3
35,13050.0,13150.0,2
36,13343.333333333334,13406.666666666666,1
37,13650.0,13743.333333333334,4
38,13916.666666666666,14006.666666666666,3
39,14220.0,14300.0,2
