,Start,End,Ignored
0,1010.0,1100.0,1
1,1470.0,1583.3333333333333,2
2,1983.3333333333333,2183.3333333333335,3
3,2750.0,2840.0,4
4,3343.3333333333335,3556.6666666666665,1
5,3990.0,4093.3333333333335,2
6,4513.333333333333,4766.666666666667,3
7,5103.333333333333,5253.333333333333,4
8,5753.333333333333,5910.0,1
9,6210.0,6343.333333333333,2
10,6743.333333333333,6910.0,3
11,7300.0,7403.333333333333,4
12,7893.333333333333,8026.666666666667,1
13,8426.666666666666,8543.333333333334,2
14,9266.666666666666,9380.0,3
15,9746.666666666666,9863.333333333334,4
16,10296.666666666666,10476.666666666666,1
17,10993.333333333334,11160.0,2
18,11590.0,11806.666666666666,3
19,12523.333333333334,12633.333333333334,4
20,13000.0,13243.333333333334,1
21,13766.666666666666,13893.333333333334,2
22,14426.666666666666,14600.0,3
23,15056.666666666666,15246.666666666666,4
24,15620.0,15736.666666666666,1
25,16103.333333333334,16213.333333333334,2
26,16616.666666666668,16850.0,3
27,17113.333333333332,17373.333333333332,4
28,17813.333333333332,17970.0,1
29,18310.0,18463.333333333332,2
30,18926.666666666668,19060.0,3
31,19426.666666666668,19603.333333333332,4
32,19980.0,20233.333333333332,1
33,20860.0,20986.666666666668,2
34,21470.0,21623.333333333332,3
35,21966.666666666668,22173.333333333332,4
36,22636.666666666668,22770.0,1
37,23036.666666666668,23213.333333333332,2
38,23573.333333333332,23806.666666666668,3
39,24113.333333333332,24370.0,4
