,Start,End,Ignored
0,780.0,933.3333333333334,1
1,2603.3333333333335,2866.6666666666665,2
2,4066.6666666666665,4193.333333333333,3
3,5233.333333333333,5356.666666666667,4
4,6986.666666666667,7086.666666666667,1
5,8620.0,8733.333333333334,2
6,9340.0,9426.666666666666,3
7,10393.333333333334,10503.333333333334,4
8,11393.333333333334,11493.333333333334,1
9,12826.666666666666,12900.0,2
10,13966.666666666666,14066.666666666666,3
11,14966.666666666666,15123.333333333334,4
12,16236.666666666666,16350.0,1
13,17786.666666666668,17873.333333333332,2
14,18953.333333333332,19040.0,3
15,19746.666666666668,19860.0,4
16,20983.333333333332,21070.0,1
17,22480.0,22583.333333333332,2
18,23503.333333333332,23603.333333333332,3
19,24440.0,24553.333333333332,4
20,25753.333333333332,25833.333333333332,1
21,27000.0,27123.333333333332,2
22,28143.333333333332,28270.0,3
23,29166.666666666668,29286.666666666668,4
24,30366.666666666668,30466.666666666668,1
25,31340.0,31440.0,2
26,32356.666666666668,32426.666666666668,3
27,33926.666666666664,34020.0,4
28,34973.333333333336,35106.666666666664,1
29,36253.333333333336,36350.0,2
30,37350.0,37450.0,3
31,38466.666666666664,38546.666666666664,4
32,39656.666666666664,39740.0,1
33,40910.0,41050.0,2
34,42326.666666666664,42413.333333333336,3
35,43546.666666666664,43633.333333333336,4
36,44886.666666666664,44966.666666666664,1
