,Start,End,Ignored
0,780.0,860.0,1
1,1793.3333333333333,1896.6666666666667,2
2,2730.0,2853.3333333333335,3
3,3616.6666666666665,3706.6666666666665,4
4,4520.0,4610.0,1
5,5986.666666666667,6070.0,2
6,6970.0,7086.666666666667,3
7,8120.0,8213.333333333334,4
8,9370.0,9480.0,1
9,10516.666666666666,10620.0,2
10,11636.666666666666,11953.333333333334,3
11,12853.333333333334,12970.0,4
12,13843.333333333334,13956.666666666666,1
13,14806.666666666666,14903.333333333334,2
14,15836.666666666666,15916.666666666666,3
15,16640.0,16740.0,4
16,17870.0,17976.666666666668,1
17,18953.333333333332,19036.666666666668,2
18,20360.0,20440.0,3
19,21343.333333333332,21420.0,4
20,22360.0,22460.0,1
21,23600.0,23683.333333333332,2
22,24393.333333333332,24483.333333333332,3
23,25316.666666666668,25393.333333333332,4
24,26186.666666666668,26290.0,1
25,27136.666666666668,27220.0,2
26,28366.666666666668,28646.666666666668,3
27,29380.0,29430.0,4
28,30266.666666666668,30340.0,1
29,31343.333333333332,31416.666666666668,2
30,32936.666666666664,33013.333333333336,3
31,33650.0,33723.333333333336,4
32,34626.666666666664,34703.333333333336,1
33,35803.333333333336,35886.666666666664,2
34,37820.0,37886.666666666664,3
35,38590.0,38643.333333333336,4
36,39353.333333333336,39446.666666666664,1
37,40196.666666666664,40263.333333333336,2
38,40973.333333333336,41043.333333333336,3
39,41670.0,41736.666666666664,4
40,42560.0,42643.333333333336,1
41,43650.0,43743.333333333336,2
42,44633.333333333336,44713.333333333336,3
43,45346.666666666664,45430.0,4
