,Start,End,Ignored
0,726.6666666666666,840.0,1
1,1066.6666666666667,1250.0,2
2,1573.3333333333333,1740.0,3
3,2170.0,2433.3333333333335,4
4,2810.0,2990.0,1
5,3480.0,3666.6666666666665,2
6,4000.0,4163.333333333333,3
7,4466.666666666667,4580.0,4
8,4813.333333333333,4993.333333333333,4
9,5573.333333333333,5700.0,1
10,6300.0,6946.666666666667,2
11,7166.666666666667,7360.0,3
12,8253.333333333334,8346.666666666666,4
13,8516.666666666666,8650.0,1
14,9256.666666666666,9350.0,2
15,9546.666666666666,9723.333333333334,3
16,10293.333333333334,10393.333333333334,4
17,10733.333333333334,10966.666666666666,1
18,11263.333333333334,11363.333333333334,2
19,11613.333333333334,11863.333333333334,3
20,12760.0,12893.333333333334,4
21,13123.333333333334,13276.666666666666,1
22,13576.666666666666,13696.666666666666,2
23,13973.333333333334,14160.0,3
24,14640.0,14873.333333333334,4
25,15153.333333333334,15560.0,1
26,15913.333333333334,16486.666666666668,2
27,16850.0,16986.666666666668,3
28,17146.666666666668,17390.0,4
