,Start,End,Ignored
0,543.3333333333334,616.6666666666666,2
1,1206.6666666666667,1320.0,3
2,2006.6666666666667,2100.0,4
3,2766.6666666666665,2850.0,1
4,3333.3333333333335,3416.6666666666665,2
5,4300.0,4383.333333333333,3
6,5083.333333333333,5196.666666666667,4
7,6066.666666666667,6136.666666666667,1
8,7156.666666666667,7256.666666666667,2
9,8003.333333333333,8086.666666666667,3
10,8696.666666666666,8783.333333333334,4
11,9466.666666666666,9543.333333333334,1
12,10413.333333333334,10486.666666666666,2
13,11513.333333333334,11590.0,3
14,12273.333333333334,12360.0,4
15,13076.666666666666,13156.666666666666,1
16,13940.0,14010.0,2
17,14960.0,15026.666666666666,3
18,15913.333333333334,15993.333333333334,4
19,16730.0,16793.333333333332,1
20,17446.666666666668,17520.0,2
21,18436.666666666668,18500.0,3
22,19413.333333333332,19496.666666666668,4
23,20076.666666666668,20153.333333333332,1
24,20630.0,20706.666666666668,2
25,21433.333333333332,21510.0,3
26,22083.333333333332,22160.0,4
27,23080.0,23150.0,1
28,23990.0,24053.333333333332,2
29,24660.0,24740.0,3
30,25520.0,25613.333333333332,4
31,26590.0,26673.333333333332,1
32,27140.0,27236.666666666668,2
33,27960.0,28046.666666666668,3
34,28880.0,28956.666666666668,4
35,29926.666666666668,30006.666666666668,1
36,30973.333333333332,31053.333333333332,2
37,31576.666666666668,31680.0,3
38,32403.333333333332,32486.666666666668,4
39,33103.333333333336,33180.0,1
