,Start,End,Ignored
0,1076.6666666666667,1193.3333333333333,1
1,1366.6666666666667,1606.6666666666667,2
2,2136.6666666666665,2286.6666666666665,3
3,2830.0,3013.3333333333335,4
4,3526.6666666666665,3660.0,1
5,4296.666666666667,4490.0,2
6,5216.666666666667,5356.666666666667,3
7,6056.666666666667,6173.333333333333,4
8,6966.666666666667,7230.0,1
9,7836.666666666667,8033.333333333333,2
10,8740.0,8893.333333333334,3
11,9563.333333333334,9686.666666666666,4
12,10390.0,10553.333333333334,1
13,11273.333333333334,11433.333333333334,2
14,12136.666666666666,12296.666666666666,3
15,13100.0,13260.0,4
16,13960.0,14110.0,1
17,14700.0,14833.333333333334,2
18,15460.0,15610.0,3
19,16276.666666666666,16376.666666666666,4
20,17216.666666666668,17350.0,1
21,18020.0,18196.666666666668,2
22,18866.666666666668,19033.333333333332,3
23,19716.666666666668,19826.666666666668,4
24,20786.666666666668,20900.0,1
25,21466.666666666668,21580.0,2
26,22346.666666666668,22526.666666666668,3
27,23200.0,23333.333333333332,4
28,24433.333333333332,24550.0,1
29,25240.0,25450.0,2
30,26250.0,26513.333333333332,3
31,27233.333333333332,27460.0,4
32,28246.666666666668,28416.666666666668,1
33,29016.666666666668,29163.333333333332,2
34,29900.0,30033.333333333332,3
35,30760.0,30900.0,4
36,31570.0,31733.333333333332,1
37,32533.333333333332,32666.666666666668,2
38,33373.333333333336,33503.333333333336,3
39,34133.333333333336,34253.333333333336,4
