,Start,End,Ignored
0,840.0,946.6666666666666,1
1,1503.3333333333333,1613.3333333333333,2
2,2483.3333333333335,2600.0,3
3,3416.6666666666665,3523.3333333333335,4
4,4320.0,4416.666666666667,1
5,5050.0,5150.0,2
6,5983.333333333333,6113.333333333333,3
7,6783.333333333333,6883.333333333333,4
8,7653.333333333333,7740.0,1
9,8440.0,8533.333333333334,2
10,9223.333333333334,9316.666666666666,3
11,10030.0,10133.333333333334,4
12,10840.0,10920.0,1
13,11793.333333333334,11883.333333333334,2
14,12666.666666666666,12763.333333333334,3
15,13373.333333333334,13460.0,4
16,14213.333333333334,14306.666666666666,1
17,15033.333333333334,15113.333333333334,2
18,15860.0,16050.0,3
19,16730.0,16820.0,4
20,17600.0,17713.333333333332,1
21,18333.333333333332,18420.0,2
22,19266.666666666668,19380.0,3
23,20156.666666666668,20260.0,4
24,21113.333333333332,21216.666666666668,1
25,22066.666666666668,22156.666666666668,2
26,23150.0,23310.0,3
27,24133.333333333332,24250.0,4
28,25180.0,25266.666666666668,1
29,25966.666666666668,26060.0,2
30,26906.666666666668,27016.666666666668,3
31,27816.666666666668,27923.333333333332,4
32,28896.666666666668,29026.666666666668,1
33,30060.0,30170.0,2
34,31223.333333333332,31350.0,3
35,32206.666666666668,32333.333333333332,4
36,33290.0,33413.333333333336,1
37,34090.0,34190.0,2
38,35166.666666666664,35280.0,3
39,35933.333333333336,36060.0,4
