,Start,End,Ignored
0,1026.6666666666667,1120.0,1
1,1553.3333333333333,1680.0,2
2,2130.0,2233.3333333333335,3
3,2706.6666666666665,2790.0,4
4,3326.6666666666665,3413.3333333333335,1
5,3900.0,3986.6666666666665,2
6,4533.333333333333,4620.0,3
7,5140.0,5243.333333333333,4
8,5746.666666666667,5853.333333333333,1
9,6303.333333333333,6400.0,2
10,6906.666666666667,7016.666666666667,3
11,7603.333333333333,7713.333333333333,4
12,8263.333333333334,8383.333333333334,1
13,8956.666666666666,9063.333333333334,2
14,9590.0,9700.0,3
15,10263.333333333334,10453.333333333334,4
16,10943.333333333334,11056.666666666666,1
17,11726.666666666666,11846.666666666666,2
18,12433.333333333334,12550.0,3
19,13153.333333333334,13283.333333333334,4
20,13830.0,13943.333333333334,1
21,14536.666666666666,14663.333333333334,2
22,15123.333333333334,15236.666666666666,3
23,15883.333333333334,15996.666666666666,4
24,16646.666666666668,16740.0,1
25,17320.0,17433.333333333332,2
26,18056.666666666668,18153.333333333332,3
27,18683.333333333332,18776.666666666668,4
28,19216.666666666668,19320.0,1
29,19880.0,19970.0,2
30,20530.0,20643.333333333332,3
31,21173.333333333332,21303.333333333332,4
32,21846.666666666668,21946.666666666668,1
33,22506.666666666668,22620.0,2
34,23313.333333333332,23413.333333333332,3
35,23916.666666666668,24033.333333333332,4
36,24580.0,24713.333333333332,1
37,25366.666666666668,25470.0,2
38,26310.0,26423.333333333332,3
39,26966.666666666668,27076.666666666668,4
