,Start,End,Ignored
0,1013.3333333333334,1120.0,1
1,1353.3333333333333,1463.3333333333333,2
2,1706.6666666666667,1893.3333333333333,3
3,2116.6666666666665,2260.0,4
4,2553.3333333333335,2746.6666666666665,1
5,2996.6666666666665,3176.6666666666665,2
6,3453.3333333333335,3670.0,3
7,4020.0,4176.666666666667,4
8,4486.666666666667,4713.333333333333,1
9,5053.333333333333,5236.666666666667,2
10,5560.0,5756.666666666667,3
11,6033.333333333333,6290.0,4
12,6896.666666666667,7180.0,1
13,7503.333333333333,7843.333333333333,2
14,8210.0,8560.0,3
15,8856.666666666666,9020.0,4
16,9393.333333333334,9573.333333333334,1
17,10080.0,10306.666666666666,2
18,10660.0,10903.333333333334,3
19,11260.0,11400.0,4
20,11746.666666666666,11993.333333333334,1
21,12360.0,12640.0,2
22,13256.666666666666,13413.333333333334,3
23,13850.0,14123.333333333334,4
24,14490.0,14820.0,1
25,15386.666666666666,15586.666666666666,2
26,16146.666666666666,16550.0,3
27,16936.666666666668,17216.666666666668,4
28,17676.666666666668,17880.0,1
29,18363.333333333332,18520.0,2
30,19120.0,19220.0,3
31,19740.0,19900.0,4
32,20566.666666666668,20690.0,1
33,21153.333333333332,21313.333333333332,2
34,22046.666666666668,22190.0,3
35,22643.333333333332,22780.0,4
36,23423.333333333332,23543.333333333332,1
37,24156.666666666668,24313.333333333332,2
38,24823.333333333332,24960.0,3
39,25530.0,25696.666666666668,4
