,Start,End,Ignored
0,973.3333333333334,1126.6666666666667,1
1,1463.3333333333333,1696.6666666666667,2
2,2036.6666666666667,2243.3333333333335,3
3,2633.3333333333335,2786.6666666666665,4
4,3133.3333333333335,3296.6666666666665,1
5,3733.3333333333335,3936.6666666666665,2
6,4416.666666666667,4676.666666666667,3
7,5473.333333333333,5653.333333333333,4
8,6156.666666666667,6586.666666666667,1
9,7260.0,7490.0,2
10,8090.0,8316.666666666666,3
11,8856.666666666666,9093.333333333334,4
12,9613.333333333334,9846.666666666666,1
13,10276.666666666666,10580.0,2
14,10953.333333333334,11253.333333333334,3
15,11883.333333333334,12190.0,4
16,12930.0,13103.333333333334,1
17,13713.333333333334,13950.0,2
18,14666.666666666666,14820.0,3
19,15556.666666666666,15656.666666666666,4
20,16310.0,16440.0,1
21,17233.333333333332,17360.0,2
22,17993.333333333332,18260.0,3
23,18760.0,19073.333333333332,4
24,19793.333333333332,19980.0,1
25,20423.333333333332,20790.0,2
26,21463.333333333332,21596.666666666668,3
27,22256.666666666668,22490.0,4
28,23056.666666666668,23256.666666666668,1
29,23823.333333333332,23990.0,2
30,24796.666666666668,24896.666666666668,3
31,25543.333333333332,25676.666666666668,4
32,26293.333333333332,26560.0,1
33,27193.333333333332,27393.333333333332,2
34,27793.333333333332,28193.333333333332,3
35,28660.0,29036.666666666668,4
36,29503.333333333332,29770.0,1
37,30383.333333333332,30583.333333333332,2
38,31186.666666666668,31520.0,3
39,31986.666666666668,32243.333333333332,4
