,Start,End,Ignored
0,670.0,820.0,1
1,1510.0,1636.6666666666667,2
2,2250.0,2350.0,3
3,2756.6666666666665,3113.3333333333335,4
4,3656.6666666666665,3726.6666666666665,1
5,4213.333333333333,4336.666666666667,2
6,4940.0,5026.666666666667,3
7,5553.333333333333,5663.333333333333,4
8,6140.0,6260.0,1
9,6726.666666666667,6880.0,2
10,7420.0,7500.0,3
11,7966.666666666667,8120.0,4
12,8593.333333333334,8696.666666666666,1
13,9303.333333333334,9396.666666666666,2
14,10016.666666666666,10116.666666666666,3
15,10583.333333333334,10683.333333333334,4
16,11220.0,11330.0,1
17,11926.666666666666,12016.666666666666,2
18,12600.0,12703.333333333334,3
19,13303.333333333334,13400.0,4
20,13896.666666666666,14010.0,1
21,14440.0,14550.0,2
22,15126.666666666666,15256.666666666666,3
23,15886.666666666666,16033.333333333334,4
24,16550.0,16656.666666666668,1
25,17166.666666666668,17280.0,2
26,17923.333333333332,18020.0,3
27,18580.0,18703.333333333332,4
28,19320.0,19423.333333333332,1
29,19913.333333333332,20013.333333333332,2
30,20573.333333333332,20690.0,3
31,21250.0,21363.333333333332,4
32,21956.666666666668,22050.0,1
33,22640.0,22746.666666666668,2
34,23280.0,23366.666666666668,3
35,23816.666666666668,23920.0,4
36,24546.666666666668,24633.333333333332,1
37,25183.333333333332,25280.0,2
38,25813.333333333332,25920.0,3
39,26593.333333333332,26696.666666666668,4
