,Start,End,Ignored
0,970.0,1030.0,1
1,1190.0,1276.6666666666667,2
2,1576.6666666666667,1706.6666666666667,3
3,2063.3333333333335,2266.6666666666665,4
4,2626.6666666666665,2740.0,1
5,2980.0,3326.6666666666665,2
6,3630.0,3716.6666666666665,3
7,3956.6666666666665,4093.3333333333335,4
8,4403.333333333333,4536.666666666667,1
9,4826.666666666667,4963.333333333333,2
10,5216.666666666667,5360.0,3
11,5560.0,5693.333333333333,4
12,5993.333333333333,6106.666666666667,1
13,6510.0,6580.0,2
14,6930.0,7040.0,3
15,7433.333333333333,7550.0,4
16,7990.0,8183.333333333333,1
17,8583.333333333334,8680.0,2
18,9103.333333333334,9200.0,3
19,9533.333333333334,9683.333333333334,4
20,10056.666666666666,10173.333333333334,1
21,10740.0,10850.0,2
22,11203.333333333334,11336.666666666666,3
23,11666.666666666666,11790.0,4
24,12206.666666666666,12316.666666666666,1
25,12753.333333333334,12833.333333333334,2
26,13170.0,13276.666666666666,3
27,13560.0,13676.666666666666,4
28,14080.0,14246.666666666666,1
29,14506.666666666666,14613.333333333334,2
30,14963.333333333334,15043.333333333334,3
31,15416.666666666666,15573.333333333334,4
32,15980.0,16076.666666666666,1
33,16396.666666666668,16486.666666666668,2
34,16720.0,16806.666666666668,3
35,17076.666666666668,17193.333333333332,4
36,17420.0,17506.666666666668,1
37,17850.0,17990.0,2
38,18336.666666666668,18446.666666666668,3
39,18833.333333333332,18993.333333333332,4
