,Start,End,Ignored
0,1023.3333333333334,1126.6666666666667,1
1,1643.3333333333333,1780.0,2
2,2116.6666666666665,2216.6666666666665,3
3,2526.6666666666665,2623.3333333333335,4
4,2993.3333333333335,3140.0,1
5,3450.0,3586.6666666666665,2
6,3933.3333333333335,4050.0,3
7,4660.0,4750.0,4
8,5540.0,5640.0,1
9,6136.666666666667,6240.0,2
10,6750.0,6880.0,3
11,7283.333333333333,7370.0,4
12,7850.0,8070.0,1
13,8413.333333333334,8610.0,2
14,9060.0,9193.333333333334,3
15,9673.333333333334,9800.0,4
16,10420.0,10503.333333333334,1
17,10933.333333333334,11046.666666666666,2
18,11383.333333333334,11483.333333333334,3
19,11883.333333333334,12030.0,4
20,12583.333333333334,12666.666666666666,1
21,13263.333333333334,13340.0,2
22,13746.666666666666,14033.333333333334,3
23,14783.333333333334,14916.666666666666,4
24,15856.666666666666,15950.0,1
25,16350.0,16453.333333333332,2
26,17066.666666666668,17183.333333333332,3
27,17960.0,18063.333333333332,4
28,18850.0,18966.666666666668,1
29,19303.333333333332,19446.666666666668,2
30,19966.666666666668,20073.333333333332,3
31,20780.0,20863.333333333332,4
32,21240.0,21353.333333333332,1
33,21766.666666666668,21850.0,2
34,22166.666666666668,22350.0,3
35,23066.666666666668,23160.0,4
36,23580.0,23700.0,1
37,24216.666666666668,24326.666666666668,2
38,24963.333333333332,25053.333333333332,3
39,25393.333333333332,25493.333333333332,4
