,Start,End,Ignored
0,700.0,793.3333333333334,2
1,1350.0,1463.3333333333333,3
2,2070.0,2183.3333333333335,4
3,3050.0,3100.0,1
4,3923.3333333333335,3986.6666666666665,2
5,4706.666666666667,4776.666666666667,3
6,5236.666666666667,5330.0,4
7,5850.0,5906.666666666667,1
8,6500.0,6566.666666666667,2
9,7050.0,7123.333333333333,3
10,7690.0,7743.333333333333,4
11,8403.333333333334,8476.666666666666,1
12,9310.0,9373.333333333334,2
13,10250.0,10306.666666666666,3
14,11176.666666666666,11253.333333333334,4
15,11903.333333333334,11986.666666666666,1
16,12810.0,12866.666666666666,2
17,13713.333333333334,13776.666666666666,3
18,14653.333333333334,14703.333333333334,4
19,15136.666666666666,15190.0,1
20,15806.666666666666,15873.333333333334,1
21,16670.0,16726.666666666668,2
22,17570.0,17633.333333333332,3
23,18260.0,18310.0,4
24,18983.333333333332,19050.0,1
25,19660.0,19803.333333333332,2
26,20403.333333333332,20483.333333333332,3
27,20960.0,21040.0,4
28,21510.0,21586.666666666668,1
29,22140.0,22216.666666666668,2
30,22840.0,22923.333333333332,3
31,23716.666666666668,23786.666666666668,4
32,24360.0,24443.333333333332,1
33,25090.0,25183.333333333332,2
34,25870.0,25930.0,3
35,26840.0,26916.666666666668,4
36,27590.0,27646.666666666668,1
37,28253.333333333332,28306.666666666668,2
38,29073.333333333332,29130.0,3
39,30006.666666666668,30063.333333333332,4
40,30760.0,30810.0,1
