,Start,End,Ignored
0,913.3333333333334,1006.6666666666666,1
1,1480.0,1580.0,2
2,2093.3333333333335,2160.0,3
3,3016.6666666666665,3130.0,4
4,4136.666666666667,4200.0,1
5,5230.0,5333.333333333333,2
6,6420.0,6496.666666666667,3
7,7603.333333333333,7713.333333333333,4
8,8603.333333333334,8710.0,1
9,9666.666666666666,9746.666666666666,2
10,10260.0,10326.666666666666,3
11,11173.333333333334,11266.666666666666,4
12,12220.0,12320.0,1
13,13266.666666666666,13366.666666666666,2
14,14240.0,14296.666666666666,3
15,15316.666666666666,15466.666666666666,4
16,16833.333333333332,16906.666666666668,1
17,18226.666666666668,18310.0,2
18,19140.0,19216.666666666668,3
19,20260.0,20360.0,4
20,21446.666666666668,21526.666666666668,1
21,22630.0,22726.666666666668,2
22,23743.333333333332,23820.0,3
23,24956.666666666668,25093.333333333332,4
24,26900.0,27010.0,1
25,28470.0,28596.666666666668,2
26,29590.0,29666.666666666668,3
27,31136.666666666668,31276.666666666668,4
28,33070.0,33136.666666666664,1
29,34370.0,34473.333333333336,2
30,35473.333333333336,35553.333333333336,3
31,36980.0,37066.666666666664,4
32,38190.0,38270.0,1
33,39800.0,39876.666666666664,2
34,40756.666666666664,40873.333333333336,3
35,42413.333333333336,42490.0,4
36,43780.0,43853.333333333336,1
37,45526.666666666664,45606.666666666664,2
38,46810.0,46900.0,3
39,47863.333333333336,48006.666666666664,4
