,Start,End,Ignored
0,873.3333333333334,1030.0,1
1,2040.0,2240.0,2
2,3033.3333333333335,3223.3333333333335,3
3,3893.3333333333335,4070.0,4
4,5350.0,5526.666666666667,1
5,6316.666666666667,6503.333333333333,2
6,7246.666666666667,7443.333333333333,3
7,8113.333333333333,8333.333333333334,4
8,8776.666666666666,9253.333333333334,1
9,10046.666666666666,10263.333333333334,2
10,10933.333333333334,11170.0,3
11,11786.666666666666,12200.0,4
12,13200.0,13373.333333333334,1
13,13986.666666666666,14190.0,2
14,15056.666666666666,15256.666666666666,3
15,15923.333333333334,16096.666666666666,4
16,16726.666666666668,16976.666666666668,1
17,17513.333333333332,17750.0,2
18,18463.333333333332,18686.666666666668,3
19,19240.0,19466.666666666668,4
20,20076.666666666668,20300.0,1
21,20956.666666666668,21133.333333333332,2
22,21720.0,21896.666666666668,3
23,22786.666666666668,22950.0,4
24,23706.666666666668,23976.666666666668,1
25,24530.0,24790.0,2
26,25460.0,25650.0,3
27,26200.0,26466.666666666668,4
28,26966.666666666668,27380.0,1
29,27953.333333333332,28196.666666666668,2
30,28973.333333333332,29173.333333333332,3
31,29890.0,30070.0,4
32,30720.0,30916.666666666668,1
33,31633.333333333332,31783.333333333332,2
34,32526.666666666668,32806.666666666664,3
35,33556.666666666664,33763.333333333336,4
36,34890.0,35093.333333333336,1
37,35996.666666666664,36196.666666666664,2
38,36893.333333333336,37170.0,3
39,37916.666666666664,38170.0,4
