,Start,End,Ignored
0,826.6666666666666,893.3333333333334,1
1,1523.3333333333333,1606.6666666666667,2
2,2073.3333333333335,2156.6666666666665,3
3,2583.3333333333335,2670.0,4
4,3243.3333333333335,3306.6666666666665,1
5,3796.6666666666665,3876.6666666666665,2
6,4430.0,4516.666666666667,3
7,4960.0,5053.333333333333,4
8,5520.0,5590.0,1
9,6070.0,6120.0,2
10,6710.0,6780.0,3
11,7370.0,7443.333333333333,4
12,8440.0,8520.0,1
13,9050.0,9130.0,2
14,9693.333333333334,9826.666666666666,3
15,10563.333333333334,10636.666666666666,4
16,11243.333333333334,11303.333333333334,1
17,11773.333333333334,11853.333333333334,2
18,12296.666666666666,12420.0,3
19,13123.333333333334,13220.0,4
20,13843.333333333334,13923.333333333334,1
21,14450.0,14543.333333333334,2
22,15176.666666666666,15240.0,3
23,15890.0,15970.0,4
24,16513.333333333332,16603.333333333332,1
25,17226.666666666668,17306.666666666668,2
26,17820.0,17896.666666666668,3
27,18446.666666666668,18520.0,4
28,19006.666666666668,19096.666666666668,1
29,19850.0,19926.666666666668,2
30,20346.666666666668,20436.666666666668,3
31,20836.666666666668,20920.0,4
32,21480.0,21563.333333333332,1
33,22253.333333333332,22336.666666666668,2
34,22890.0,22953.333333333332,3
35,23596.666666666668,23666.666666666668,4
36,24110.0,24236.666666666668,1
37,24903.333333333332,24996.666666666668,2
38,25613.333333333332,25686.666666666668,3
39,26256.666666666668,26336.666666666668,4
