SampleNumber,TimeStamp,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,STD_DEV,MEAN,MIN,MAX,RMS,FFT1,FFT2,FFT3,FFT4,FFT5,FFT6,FFT7,FFT8,AMP_FFT1,AMP_FFT2,AMP_FFT3,AMP_FFT4,AMP_FFT5,AMP_FFT6,AMP_FFT7,AMP_FFT8
0,1.50361E+12,1,0,-2,1,-2,-1,-5,0,2,-1,-5,1,2.121320344,-8+0j,3-4.414213562373095j,6+2j,3+1.585786437626905j,-8+0j,3-1.585786437626905j,6-2j,3+4.414213562373095j,64,28.48528137,40,11.51471863,64,11.51471863,40,28.48528137
1,1.50361E+12,-1,5,1,-2,0,-2,-1,-1,2.295181288,-0.125,-2,5,2.150581317,-1+0j,4.65685424949238-6.242640687119284j,-1-6j,-6.65685424949238-2.242640687119284j,-1+0j,-6.65685424949238+2.242640687119284j,-1+6j,4.65685424949238+6.242640687119284j,1,60.65685425,37,49.34314575,1,49.34314575,37,60.65685425
2,1.50361E+12,-3,-1,-1,0,-3,-1,-3,-2,1.164964745,-1.75,-3,0,2.061552813,-14+0j,-1.414213562373095-3.414213562373095j,-2-0j,1.414213562373095+0.5857864376269049j,-6+0j,1.414213562373095-0.5857864376269049j,-2+0j,-1.414213562373095+3.414213562373095j,196,13.65685425,4,2.343145751,36,2.343145751,4,13.65685425
3,1.50361E+12,1,-3,-7,-1,-3,0,0,-1,2.549509757,-1.75,-7,1,2.958039892,-14+0j,1.8786796564403572+9.121320343559642j,5+1j,6.121320343559643-4.878679656440358j,-4+0j,6.121320343559643+4.878679656440358j,5-1j,1.8786796564403572-9.121320343559642j,196,86.72792206,26,61.27207794,16,61.27207794,26,86.72792206
4,1.50361E+12,-2,-1,3,-1,1,1,0,-2,1.726888201,-0.125,-2,3,1.620185175,-1+0j,-5.121320343559643-2.2928932188134525j,-4-3j,-0.8786796564403572+3.7071067811865475j,5+0j,-0.8786796564403572-3.7071067811865475j,-4+3j,-5.121320343559643+2.2928932188134525j,1,31.48528137,25,14.51471863,25,14.51471863,25,31.48528137
5,1.50361E+12,0,-3,-2,-1,-1,-1,0,-2,1.035098339,-1.25,-3,0,1.58113883,-10+0j,-1.1213203435596428+2.7071067811865475j,1+1j,3.121320343559643-1.2928932188134525j,4+0j,3.121320343559643+1.2928932188134525j,1-1j,-1.1213203435596428-2.7071067811865475j,100,8.585786438,2,11.41421356,16,11.41421356,2,8.585786438
6,1.50361E+12,0,-6,-2,-3,1,-1,-2,-2,2.100170061,-1.875,-6,1,2.715695123,-15+0j,-3.8284271247461903+4.242640687119285j,5+2j,1.8284271247461903+4.242640687119285j,9+0j,1.8284271247461903-4.242640687119285j,5-2j,-3.8284271247461903-4.242640687119285j,225,32.65685425,29,21.34314575,81,21.34314575,29,32.65685425
7,1.50361E+12,-1,-2,1,0,-1,2,-3,-3,1.807721534,-0.875,-3,2,1.903943276,-7+0j,-4.949747468305833-3.292893218813453j,-3j,4.949747468305833+4.707106781186547j,-1+0j,4.949747468305833-4.707106781186547j,3j,-4.949747468305833+3.292893218813453j,49,35.34314575,9,46.65685425,1,46.65685425,9,35.34314575
8,1.50361E+12,1,-1,-1,1,0,-2,0,0,1.035098339,-0.25,-2,1,1,-2+0j,1-0.4142135623730949j,2+4j,0.9999999999999999-2.414213562373095j,2+0j,0.9999999999999999+2.414213562373095j,2-4j,1+0.4142135623730949j,4,1.171572875,20,6.828427125,4,6.828427125,20,1.171572875
9,1.50361E+12,-3,5,5,1,2,-3,-2,2,3.270539492,0.875,-3,5,3.181980515,7+0j,1.3639610306789276-11.949747468305832j,-4+1j,-11.363961030678928+2.050252531694168j,-3+0j,-11.363961030678928-2.050252531694168j,-4-1j,1.3639610306789276+11.949747468305832j,49,144.6568542,17,133.3431458,9,133.3431458,17,144.6568542
