,Start,End,Ignored
0,890.0,966.6666666666666,1
1,1123.3333333333333,1213.3333333333333,2
2,1470.0,1563.3333333333333,3
3,1896.6666666666667,2066.6666666666665,4
4,2386.6666666666665,2520.0,1
5,2786.6666666666665,3070.0,2
6,3430.0,3613.3333333333335,3
7,3950.0,4093.3333333333335,4
8,4513.333333333333,4596.666666666667,1
9,5016.666666666667,5163.333333333333,2
10,5706.666666666667,5800.0,3
11,6213.333333333333,6313.333333333333,4
12,6740.0,6833.333333333333,1
13,7276.666666666667,7410.0,2
14,7956.666666666667,8050.0,3
15,8520.0,8616.666666666666,4
16,9180.0,9253.333333333334,1
17,9596.666666666666,9700.0,2
18,10000.0,10086.666666666666,3
19,10430.0,10610.0,4
20,11063.333333333334,11156.666666666666,1
21,11583.333333333334,11690.0,2
22,12213.333333333334,12316.666666666666,3
23,12873.333333333334,13006.666666666666,4
24,13400.0,13483.333333333334,1
25,14033.333333333334,14230.0,2
26,14603.333333333334,14690.0,3
27,15013.333333333334,15113.333333333334,4
28,15430.0,15553.333333333334,1
29,15966.666666666666,16056.666666666666,2
30,16443.333333333332,16570.0,3
31,16813.333333333332,16920.0,4
32,17306.666666666668,17386.666666666668,1
33,17683.333333333332,17786.666666666668,2
34,18160.0,18260.0,3
35,18570.0,18676.666666666668,4
36,19070.0,19123.333333333332,1
37,19463.333333333332,19566.666666666668,2
38,19916.666666666668,20040.0,3
39,20340.0,20426.666666666668,4
