,Start,End,Ignored
0,760.0,926.6666666666666,1
1,1256.6666666666667,1673.3333333333333,2
2,2230.0,2606.6666666666665,3
3,3063.3333333333335,3396.6666666666665,4
4,3613.3333333333335,4093.3333333333335,1
5,4830.0,5573.333333333333,2
6,6056.666666666667,6433.333333333333,3
7,6863.333333333333,7130.0,4
8,7410.0,7876.666666666667,1
9,8283.333333333334,8650.0,2
10,9176.666666666666,9513.333333333334,3
11,9923.333333333334,10156.666666666666,4
12,10810.0,10986.666666666666,1
13,11630.0,12240.0,2
14,12843.333333333334,13266.666666666666,3
15,13663.333333333334,13903.333333333334,4
16,14303.333333333334,14566.666666666666,1
17,15196.666666666666,15636.666666666666,2
18,16020.0,16320.0,3
19,16856.666666666668,17186.666666666668,4
20,17763.333333333332,18096.666666666668,1
21,18530.0,18706.666666666668,2
22,19206.666666666668,19973.333333333332,3
23,20306.666666666668,20506.666666666668,4
24,20710.0,21073.333333333332,1
25,21683.333333333332,21920.0,2
26,22320.0,22566.666666666668,3
27,23073.333333333332,23540.0,4
28,23810.0,24076.666666666668,1
29,24976.666666666668,25756.666666666668,2
30,26070.0,26543.333333333332,3
31,26796.666666666668,27030.0,4
32,27316.666666666668,27653.333333333332,1
33,28060.0,28510.0,2
34,29050.0,29193.333333333332,3
35,29926.666666666668,30060.0,4
36,30276.666666666668,30710.0,1
37,30976.666666666668,31410.0,2
38,32100.0,32253.333333333332,3
39,32460.0,32753.333333333332,4
