,Start,End,Ignored
0,936.6666666666666,1060.0,1
1,2653.3333333333335,2796.6666666666665,2
2,3300.0,3573.3333333333335,3
3,4176.666666666667,4380.0,4
4,5020.0,5206.666666666667,1
5,5700.0,5963.333333333333,2
6,7040.0,7183.333333333333,3
7,7716.666666666667,8203.333333333334,4
8,8556.666666666666,8843.333333333334,1
9,9330.0,9453.333333333334,2
10,10306.666666666666,10420.0,3
11,11053.333333333334,11306.666666666666,4
12,11883.333333333334,11963.333333333334,1
13,12873.333333333334,13226.666666666666,2
14,13820.0,14313.333333333334,3
15,14620.0,15330.0,4
16,15900.0,16050.0,1
17,16453.333333333332,16600.0,2
18,17210.0,17600.0,3
19,18393.333333333332,18486.666666666668,4
20,19303.333333333332,19423.333333333332,1
21,20286.666666666668,20673.333333333332,2
22,21363.333333333332,21506.666666666668,3
23,22196.666666666668,22310.0,4
24,22796.666666666668,22990.0,1
25,24023.333333333332,24226.666666666668,2
26,24953.333333333332,25046.666666666668,3
27,26190.0,26276.666666666668,4
28,26803.333333333332,26903.333333333332,1
29,27653.333333333332,27790.0,2
30,28590.0,28990.0,3
31,29573.333333333332,29716.666666666668,4
32,30210.0,30443.333333333332,1
33,30643.333333333332,30960.0,2
34,31510.0,31743.333333333332,3
35,32356.666666666668,32586.666666666668,4
36,33026.666666666664,33126.666666666664,1
37,33806.666666666664,33873.333333333336,2
38,34806.666666666664,35230.0,3
39,35723.333333333336,35796.666666666664,4
