,Start,End,Ignored
0,1046.6666666666667,1116.6666666666667,1
1,1790.0,1860.0,2
2,2560.0,2643.3333333333335,3
3,3246.6666666666665,3316.6666666666665,4
4,4090.0,4166.666666666667,1
5,4910.0,4970.0,2
6,5586.666666666667,5663.333333333333,3
7,6413.333333333333,6480.0,4
8,7293.333333333333,7360.0,1
9,7940.0,8026.666666666667,2
10,8660.0,8740.0,3
11,9420.0,9500.0,4
12,10266.666666666666,10333.333333333334,1
13,10806.666666666666,10893.333333333334,2
14,11880.0,11946.666666666666,3
15,12813.333333333334,12880.0,4
16,13456.666666666666,13526.666666666666,1
17,14376.666666666666,14450.0,2
18,15073.333333333334,15153.333333333334,3
19,15793.333333333334,15866.666666666666,4
20,16733.333333333332,16833.333333333332,1
21,17533.333333333332,17606.666666666668,2
22,18243.333333333332,18330.0,3
23,18946.666666666668,19016.666666666668,4
24,19920.0,19993.333333333332,1
25,20453.333333333332,20533.333333333332,2
26,21060.0,21126.666666666668,3
27,21760.0,21823.333333333332,4
28,22536.666666666668,22606.666666666668,1
29,23400.0,23476.666666666668,2
30,24343.333333333332,24430.0,3
31,25196.666666666668,25263.333333333332,4
32,26136.666666666668,26203.333333333332,1
33,26946.666666666668,27013.333333333332,2
34,27803.333333333332,27870.0,3
35,28636.666666666668,28703.333333333332,4
36,29570.0,29623.333333333332,1
37,30256.666666666668,30330.0,2
38,31223.333333333332,31280.0,3
39,31923.333333333332,31990.0,4
