,Start,End,Ignored
0,976.6666666666666,1030.0,1
1,1346.6666666666667,1400.0,2
2,1640.0,1720.0,3
3,1993.3333333333333,2060.0,4
4,2303.3333333333335,2460.0,1
5,2823.3333333333335,2913.3333333333335,2
6,3523.3333333333335,3616.6666666666665,3
7,4120.0,4180.0,4
8,4713.333333333333,4780.0,1
9,5380.0,5450.0,2
10,6226.666666666667,6320.0,3
11,7233.333333333333,7300.0,4
12,7930.0,7993.333333333333,1
13,8763.333333333334,8810.0,2
14,9780.0,9836.666666666666,3
15,10746.666666666666,10796.666666666666,4
16,11750.0,11816.666666666666,1
17,12646.666666666666,12726.666666666666,2
18,13550.0,13650.0,3
19,14550.0,14616.666666666666,4
20,15466.666666666666,15533.333333333334,1
21,16446.666666666668,16520.0,2
22,17253.333333333332,17320.0,3
23,18013.333333333332,18093.333333333332,4
24,18913.333333333332,18966.666666666668,1
25,19880.0,19936.666666666668,2
26,20886.666666666668,20950.0,3
27,21686.666666666668,21750.0,4
28,22376.666666666668,22460.0,1
29,23043.333333333332,23110.0,2
30,23760.0,23833.333333333332,3
31,24530.0,24583.333333333332,4
32,25120.0,25180.0,1
33,25913.333333333332,25983.333333333332,3
34,26616.666666666668,26663.333333333332,4
35,27233.333333333332,27290.0,1
36,27803.333333333332,27870.0,2
37,28646.666666666668,28710.0,3
38,29513.333333333332,29613.333333333332,4
