,Start,End,Ignored
0,970.0,1040.0,1
1,1246.6666666666667,1316.6666666666667,2
2,1506.6666666666667,1573.3333333333333,3
3,1780.0,1850.0,4
4,2103.3333333333335,2170.0,1
5,2426.6666666666665,2500.0,2
6,2716.6666666666665,2803.3333333333335,3
7,3146.6666666666665,3216.6666666666665,4
8,3640.0,3730.0,1
9,3953.3333333333335,4056.6666666666665,2
10,4346.666666666667,4400.0,3
11,4680.0,4820.0,4
12,5193.333333333333,5266.666666666667,1
13,5480.0,5593.333333333333,2
14,5960.0,6036.666666666667,3
15,6403.333333333333,6473.333333333333,4
16,6923.333333333333,7046.666666666667,1
17,7160.0,7356.666666666667,2
18,7786.666666666667,8520.0,3
19,8183.333333333333,8273.333333333334,4
20,8506.666666666666,8780.0,1
21,9056.666666666666,9143.333333333334,2
22,9443.333333333334,9526.666666666666,3
23,9726.666666666666,9860.0,4
24,10183.333333333334,10296.666666666666,1
25,10683.333333333334,10773.333333333334,2
26,11146.666666666666,11220.0,3
27,11446.666666666666,11566.666666666666,4
28,11946.666666666666,12063.333333333334,1
29,12340.0,12476.666666666666,2
30,12843.333333333334,12926.666666666666,3
31,13243.333333333334,13310.0,4
32,13570.0,13660.0,1
33,13816.666666666666,13913.333333333334,2
34,14093.333333333334,14186.666666666666,3
35,14476.666666666666,14563.333333333334,4
