,Start,End,Ignored
0,603.3333333333334,676.6666666666666,4
1,1226.6666666666667,1316.6666666666667,3
2,1756.6666666666667,1853.3333333333333,2
3,2413.3333333333335,2483.3333333333335,1
4,2876.6666666666665,2960.0,4
5,3716.6666666666665,3823.3333333333335,3
6,4123.333333333333,4193.333333333333,2
7,4893.333333333333,4960.0,1
8,5393.333333333333,5466.666666666667,4
9,5833.333333333333,5910.0,3
10,6653.333333333333,6763.333333333333,2
11,7416.666666666667,7496.666666666667,1
12,8220.0,8290.0,4
13,8933.333333333334,9006.666666666666,3
14,9446.666666666666,9510.0,2
15,10013.333333333334,10090.0,1
16,10906.666666666666,10970.0,4
17,11776.666666666666,11850.0,3
18,12456.666666666666,12523.333333333334,2
19,13196.666666666666,13286.666666666666,1
20,13673.333333333334,13750.0,4
21,14320.0,14480.0,3
22,14903.333333333334,14980.0,2
23,15473.333333333334,15530.0,1
24,16466.666666666668,16546.666666666668,4
25,16950.0,17066.666666666668,3
26,17543.333333333332,17613.333333333332,2
27,17926.666666666668,18216.666666666668,1
28,18923.333333333332,19006.666666666668,4
29,20143.333333333332,20290.0,3
30,21056.666666666668,21123.333333333332,2
31,21623.333333333332,21713.333333333332,1
32,22510.0,22596.666666666668,4
33,22916.666666666668,23003.333333333332,3
34,23450.0,23523.333333333332,2
35,24316.666666666668,24373.333333333332,1
36,25096.666666666668,25170.0,4
37,25773.333333333332,25843.333333333332,3
38,26896.666666666668,27026.666666666668,2
39,27420.0,27503.333333333332,1
