,SampleNumber,TimeStamp,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
604,604,1503515707857,-8,2,-9,-1,-3,0,-3,-5
605,605,1503515707866,5,21,-3,-4,0,1,5,2
606,606,1503515707880,4,-6,-1,0,-1,-2,2,2
607,607,1503515707888,-3,7,2,-1,0,-1,2,-2
608,608,1503515707897,7,7,0,0,0,2,-2,-1
609,609,1503515707911,-5,1,4,-1,-16,0,1,1
610,610,1503515707917,3,0,4,-1,2,-3,2,2
611,611,1503515707926,2,0,-2,-2,10,-2,0,0
612,612,1503515707940,-3,-5,-3,-1,0,1,7,1
613,613,1503515707948,0,6,0,0,-2,5,2,8
614,614,1503515707956,2,1,-2,2,0,0,-3,1
615,615,1503515707971,2,-2,-2,-2,4,0,0,1
616,616,1503515707978,1,2,0,-2,-3,-6,-3,-2
617,617,1503515707986,-5,5,3,0,0,-2,-1,-4
618,618,1503515708000,-5,26,12,-1,-3,1,-3,-4
619,619,1503515708008,-7,-18,-10,-1,2,0,-1,-2
620,620,1503515708016,-1,-26,-16,-3,-5,-2,-4,-1
621,621,1503515708034,1,-2,-3,0,0,1,10,-13
622,622,1503515708039,3,-1,-1,-1,-3,1,-2,-3
623,623,1503515708053,15,2,0,-2,-2,1,0,19
624,624,1503515708060,4,-1,2,1,1,0,0,0
625,625,1503515708068,-5,-1,1,-1,0,-2,-1,-4
626,626,1503515708082,-2,-7,-1,-3,2,-2,-1,21
627,627,1503515708091,19,10,5,1,0,-2,-5,-20
628,628,1503515708099,0,-1,2,0,-1,1,-1,-11
629,629,1503515708113,-10,-14,-14,-4,-1,-3,-1,4
630,630,1503515708120,0,-7,-7,0,1,3,2,-5
631,631,1503515708128,-7,-6,-12,-8,-4,-5,-7,-8
632,632,1503515708143,-7,11,0,-3,-3,-2,-6,6
633,633,1503515708151,-14,-16,-3,-2,-2,1,2,3
634,634,1503515708158,4,-11,-9,-4,0,1,2,-1
635,635,1503515708174,-15,4,9,4,1,0,1,4
636,636,1503515708180,1,1,2,1,-1,0,-2,-3
637,637,1503515708188,-1,4,8,2,3,1,-3,-4
638,638,1503515708203,-4,2,0,-1,2,5,10,-4
639,639,1503515708211,4,3,0,1,-2,-1,-1,14
640,640,1503515708218,9,5,1,-1,-3,-6,-2,-1
641,641,1503515708234,-1,5,6,3,0,-3,-5,-7
642,642,1503515708242,-3,2,-3,-2,0,2,2,17
643,643,1503515708243,-21,-5,2,-1,-2,0,-3,-21
644,644,1503515708248,17,4,2,-1,0,1,0,5
645,645,1503515708263,-23,-8,-3,-1,0,-5,-6,-4
646,646,1503515708271,-12,20,14,1,-1,-1,-3,-8
647,647,1503515708278,27,6,0,1,-2,-2,1,2
648,648,1503515708294,2,-11,-10,-2,0,-3,-1,11
649,649,1503515708302,-9,-5,2,1,0,3,1,11
650,650,1503515708309,5,13,9,4,0,-1,-6,-5
651,651,1503515708323,6,6,2,0,1,2,3,6
652,652,1503515708331,2,3,-4,-4,-1,-1,-1,-15
653,653,1503515708339,27,37,9,1,-1,-1,-1,10
654,654,1503515708353,36,-17,-11,-3,0,14,1,3
655,655,1503515708360,-17,-17,-6,-2,1,2,5,6
656,656,1503515708369,-1,-4,-5,-2,-1,-3,-1,-1
657,657,1503515708383,5,1,-3,0,-1,-1,-2,-2
658,658,1503515708391,-22,-4,-5,-3,-1,-5,-6,0
659,659,1503515708398,-11,0,-3,-7,-5,-3,0,-7
660,660,1503515708413,-8,-34,-19,-3,0,-6,0,-4
661,661,1503515708420,8,-9,0,3,3,-1,-2,-3
662,662,1503515708428,4,-2,-3,-3,-3,-3,2,-1
663,663,1503515708444,2,-16,-6,-3,-2,-1,7,1
664,664,1503515708451,-13,-2,0,3,-1,-1,-4,-2
