,Start,End,Ignored
0,953.3333333333334,1046.6666666666667,1
1,1333.3333333333333,1436.6666666666667,2
2,1690.0,2030.0,3
3,2273.3333333333335,2586.6666666666665,4
4,2910.0,3283.3333333333335,1
5,3516.6666666666665,3793.3333333333335,2
6,4086.6666666666665,4380.0,3
7,4683.333333333333,5006.666666666667,4
8,5246.666666666667,5510.0,1
9,5760.0,6083.333333333333,2
10,6273.333333333333,6563.333333333333,3
11,6820.0,7060.0,4
12,7383.333333333333,7853.333333333333,1
13,8033.333333333333,8430.0,2
14,8796.666666666666,9040.0,3
15,9413.333333333334,9600.0,4
16,9933.333333333334,10096.666666666666,1
17,10250.0,10496.666666666666,2
18,10750.0,10966.666666666666,3
19,11186.666666666666,11330.0,4
20,11630.0,11880.0,1
21,12103.333333333334,12436.666666666666,2
22,12660.0,13083.333333333334,3
23,13360.0,13760.0,4
24,13953.333333333334,14213.333333333334,1
25,14570.0,14773.333333333334,2
26,15013.333333333334,15230.0,3
27,15443.333333333334,15696.666666666666,4
28,16000.0,16123.333333333334,1
29,16316.666666666666,16550.0,2
30,16826.666666666668,16946.666666666668,3
31,17276.666666666668,17380.0,4
32,17626.666666666668,17773.333333333332,1
33,18063.333333333332,18200.0,2
34,18550.0,18646.666666666668,3
35,18816.666666666668,19000.0,4
36,19376.666666666668,19670.0,1
37,19863.333333333332,20043.333333333332,2
38,20320.0,20546.666666666668,3
39,20790.0,20930.0,4
