,Start,End,Ignored
0,833.3333333333334,916.6666666666666,1
1,1526.6666666666667,1656.6666666666667,2
2,2473.3333333333335,2556.6666666666665,3
3,3076.6666666666665,3150.0,4
4,3960.0,4013.3333333333335,1
5,4710.0,4783.333333333333,2
6,5616.666666666667,5660.0,3
7,6496.666666666667,6540.0,4
8,7280.0,7323.333333333333,1
9,7900.0,7950.0,2
10,8726.666666666666,8763.333333333334,3
11,9380.0,9426.666666666666,4
12,10133.333333333334,10173.333333333334,1
13,11073.333333333334,11116.666666666666,2
14,11886.666666666666,11956.666666666666,3
15,12706.666666666666,12750.0,4
16,13503.333333333334,13546.666666666666,1
17,14193.333333333334,14243.333333333334,2
18,15083.333333333334,15120.0,3
19,15906.666666666666,15960.0,4
20,16950.0,17003.333333333332,1
21,17883.333333333332,17933.333333333332,2
22,18800.0,18853.333333333332,3
23,19910.0,19966.666666666668,4
24,20773.333333333332,20823.333333333332,1
25,21550.0,21590.0,2
26,22370.0,22453.333333333332,3
27,23316.666666666668,23366.666666666668,4
28,24350.0,24396.666666666668,1
29,25296.666666666668,25336.666666666668,2
30,26166.666666666668,26210.0,3
31,27056.666666666668,27116.666666666668,4
32,28010.0,28050.0,1
33,28933.333333333332,28983.333333333332,2
34,29896.666666666668,29950.0,3
35,30736.666666666668,30780.0,4
36,31376.666666666668,31413.333333333332,1
37,31930.0,31973.333333333332,2
38,32786.666666666664,32836.666666666664,3
39,33433.333333333336,33486.666666666664,4
