,Start,End,Ignored
0,1003.3333333333334,1120.0,1
1,1636.6666666666667,1796.6666666666667,2
2,2430.0,2633.3333333333335,3
3,3350.0,3553.3333333333335,4
4,4356.666666666667,4486.666666666667,1
5,5260.0,5386.666666666667,2
6,5983.333333333333,6223.333333333333,3
7,7070.0,7203.333333333333,4
8,8003.333333333333,8140.0,1
9,8950.0,9056.666666666666,2
10,9880.0,10046.666666666666,3
11,10823.333333333334,10953.333333333334,4
12,11683.333333333334,11803.333333333334,1
13,12503.333333333334,12650.0,2
14,13486.666666666666,13736.666666666666,3
15,14526.666666666666,14640.0,4
16,15500.0,15633.333333333334,1
17,16266.666666666666,16400.0,2
18,17300.0,17403.333333333332,3
19,18166.666666666668,18273.333333333332,4
20,19026.666666666668,19176.666666666668,1
21,19853.333333333332,19946.666666666668,2
22,20726.666666666668,20883.333333333332,3
23,21556.666666666668,21686.666666666668,4
24,22333.333333333332,22486.666666666668,1
25,23123.333333333332,23223.333333333332,2
26,23863.333333333332,24036.666666666668,3
27,24836.666666666668,24933.333333333332,4
28,25550.0,25663.333333333332,1
29,26520.0,26613.333333333332,2
30,27286.666666666668,27420.0,3
31,28306.666666666668,28416.666666666668,4
32,29133.333333333332,29236.666666666668,1
33,29836.666666666668,29943.333333333332,2
34,30830.0,30910.0,3
35,31443.333333333332,31556.666666666668,4
36,32113.333333333332,32236.666666666668,1
37,32716.666666666668,32843.333333333336,2
38,33566.666666666664,33720.0,3
39,34260.0,34470.0,4
