,Start,End,Ignored
0,986.6666666666666,1090.0,1
1,1503.3333333333333,1596.6666666666667,2
2,2210.0,2323.3333333333335,3
3,2820.0,2933.3333333333335,4
4,3600.0,3706.6666666666665,1
5,4343.333333333333,4513.333333333333,2
6,5060.0,5233.333333333333,3
7,5860.0,5963.333333333333,4
8,6493.333333333333,6593.333333333333,1
9,7130.0,7316.666666666667,2
10,7970.0,8096.666666666667,3
11,8676.666666666666,8823.333333333334,4
12,9430.0,9576.666666666666,1
13,10253.333333333334,10463.333333333334,2
14,11160.0,11366.666666666666,3
15,12063.333333333334,12176.666666666666,4
16,12933.333333333334,13056.666666666666,1
17,13786.666666666666,13880.0,2
18,14460.0,14680.0,3
19,15410.0,15536.666666666666,4
20,16426.666666666668,16543.333333333332,1
21,17250.0,17360.0,2
22,18113.333333333332,18286.666666666668,3
23,19113.333333333332,19253.333333333332,4
24,20033.333333333332,20203.333333333332,1
25,20920.0,21090.0,2
26,21950.0,22060.0,3
27,22726.666666666668,22843.333333333332,4
28,23503.333333333332,23613.333333333332,1
29,24283.333333333332,24436.666666666668,2
30,25020.0,25170.0,3
31,25803.333333333332,25960.0,4
32,26626.666666666668,26766.666666666668,1
33,27500.0,27783.333333333332,2
34,28476.666666666668,28616.666666666668,3
35,29190.0,29383.333333333332,4
36,29976.666666666668,30080.0,1
37,30630.0,30873.333333333332,2
38,31386.666666666668,31556.666666666668,3
39,32273.333333333332,32373.333333333332,4
