,Start,End,Ignored
0,1050.0,1120.0,1
1,1816.6666666666667,1890.0,2
2,2500.0,2560.0,3
3,3346.6666666666665,3413.3333333333335,4
4,4130.0,4206.666666666667,1
5,4703.333333333333,4780.0,2
6,5400.0,5483.333333333333,3
7,5996.666666666667,6090.0,4
8,6720.0,6810.0,1
9,7496.666666666667,7586.666666666667,2
10,8260.0,8350.0,3
11,8913.333333333334,8970.0,4
12,9496.666666666666,9570.0,1
13,10143.333333333334,10220.0,2
14,10523.333333333334,10610.0,3
15,11006.666666666666,11143.333333333334,4
16,11686.666666666666,11766.666666666666,1
17,12186.666666666666,12276.666666666666,2
18,12666.666666666666,12800.0,3
19,13276.666666666666,13373.333333333334,4
20,13750.0,13830.0,1
21,14463.333333333334,14533.333333333334,2
22,15176.666666666666,15250.0,3
23,15753.333333333334,15870.0,4
24,16386.666666666668,16493.333333333332,1
25,16916.666666666668,17013.333333333332,2
26,17633.333333333332,17730.0,3
27,18193.333333333332,18300.0,4
28,18793.333333333332,18866.666666666668,1
29,19550.0,19653.333333333332,2
30,20176.666666666668,20276.666666666668,3
31,20750.0,20853.333333333332,4
32,21293.333333333332,21366.666666666668,1
33,21810.0,21866.666666666668,2
34,22456.666666666668,22530.0,3
35,23063.333333333332,23136.666666666668,4
36,23670.0,23793.333333333332,1
37,24610.0,24673.333333333332,2
38,25193.333333333332,25286.666666666668,3
39,25756.666666666668,25856.666666666668,4
