,SampleNumber,TimeStamp,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
781,781,1503513670188,-6,1,1,13,8,-1,-2,-4
782,782,1503513670203,18,18,0,-3,-2,-2,0,0
783,783,1503513670211,4,1,-2,-9,-8,-2,3,4
784,784,1503513670218,-12,-7,1,0,-2,-2,-1,0
785,785,1503513670234,1,8,6,-2,-1,0,1,3
786,786,1503513670240,-1,-2,-6,-2,-2,1,-1,-8
787,787,1503513670248,-6,-10,-4,0,0,3,2,-3
788,788,1503513670264,1,4,2,-2,-1,-1,-3,-11
789,789,1503513670271,2,-2,-1,-7,-2,-2,-2,7
790,790,1503513670278,5,-4,0,7,2,0,1,-2
791,791,1503513670294,-3,1,-2,1,2,-1,0,-23
792,792,1503513670300,-5,-4,-2,0,-2,-1,1,0
793,793,1503513670309,9,7,-2,-3,-5,-2,2,1
794,794,1503513670323,6,2,2,15,15,3,1,-1
795,795,1503513670332,0,-4,-4,-6,-3,-2,0,3
796,796,1503513670339,-8,3,5,-7,-9,-5,-5,-5
797,797,1503513670354,3,1,4,7,5,2,7,18
798,798,1503513670361,-3,-5,-5,-1,1,-1,-1,6
799,799,1503513670369,1,-4,-3,-1,-5,-3,-7,-10
800,800,1503513670383,10,1,1,2,-6,-2,1,11
801,801,1503513670391,-2,3,-5,-5,0,2,-1,4
802,802,1503513670399,-6,1,3,3,0,-2,-4,-5
803,803,1503513670413,-4,-5,1,9,9,3,2,13
804,804,1503513670429,13,4,-3,-8,-4,-3,0,-1
805,805,1503513670435,5,8,-4,-10,-6,-3,-2,-2
806,806,1503513670443,0,-5,1,-1,-6,-7,-1,14
807,807,1503513670451,0,-1,1,-4,-3,1,0,-6
808,808,1503513670458,-15,-1,1,-4,-4,-2,-2,-16
809,809,1503513670474,-6,-5,-2,-6,-8,2,1,-4
810,810,1503513670481,2,3,3,9,11,4,1,-5
811,811,1503513670489,-5,-4,0,2,1,-2,-2,4
812,812,1503513670503,-12,-7,-7,-6,-2,1,3,7
813,813,1503513670511,0,-7,-4,-4,-3,0,1,10
814,814,1503513670518,21,5,-1,0,-3,-1,-6,-14
815,815,1503513670534,12,5,-2,-2,-2,-1,1,12
816,816,1503513670541,3,3,-1,-2,4,3,3,5
817,817,1503513670549,-4,-5,-1,-3,0,-3,-4,-15
818,818,1503513670563,-11,-5,-3,-8,-6,-2,-2,-9
819,819,1503513670572,-3,-6,3,7,3,0,0,-5
820,820,1503513670578,-20,-13,-2,3,7,1,-1,3
821,821,1503513670593,-15,-12,-7,-10,-6,-1,0,-7
822,822,1503513670601,-2,0,-1,-3,-4,0,4,16
823,823,1503513670616,-3,2,-6,-1,3,2,-2,-10
824,824,1503513670623,-7,-3,-4,0,-2,-1,3,0
825,825,1503513670633,-10,-5,-4,-9,-10,-8,-4,-5
826,826,1503513670645,0,2,4,-6,-10,-1,-3,-7
827,827,1503513670653,-1,-1,2,7,8,1,0,5
828,828,1503513670661,-3,4,2,-1,-1,1,-1,-10
829,829,1503513670676,19,18,5,-3,-6,-8,-9,-15
830,830,1503513670682,5,0,0,4,7,3,3,16
831,831,1503513670691,8,0,0,1,3,-1,-4,-11
832,832,1503513670705,5,4,-1,-1,-3,-4,-8,-8
833,833,1503513670713,0,3,1,5,3,1,0,14
834,834,1503513670721,-8,-8,-6,-6,-5,-1,1,-5
835,835,1503513670736,-23,-10,0,3,3,0,-1,-1
836,836,1503513670743,-17,-11,-6,0,-2,-4,-1,-2
837,837,1503513670751,11,2,-1,-2,-3,0,4,47
838,838,1503513670769,-62,-19,-7,-10,-13,-4,-2,-7
839,839,1503513670773,-15,-7,0,-7,-21,-22,-5,-8
840,840,1503513670781,20,-4,-6,5,8,2,0,14
841,841,1503513670796,3,0,-5,2,-11,3,-1,-15
842,842,1503513670803,27,10,4,-3,-8,-8,1,0
843,843,1503513670811,15,14,9,5,2,-2,1,-2
844,844,1503513670825,13,6,-1,1,5,-1,-10,0
845,845,1503513670835,-11,-11,-2,-1,1,-3,-2,-14
846,846,1503513670841,15,7,4,1,0,-2,-3,-2
847,847,1503513670856,-2,-2,-3,0,5,-2,-3,-18
848,848,1503513670863,4,-4,-6,-2,0,2,3,-5
849,849,1503513670871,4,-1,-10,-7,2,8,5,16
850,850,1503513670885,-1,-6,-5,-7,-8,0,5,-9
851,851,1503513670893,21,13,2,-4,-1,4,0,8
852,852,1503513670902,5,4,4,4,4,1,2,5
853,853,1503513670916,-5,-8,-4,2,2,-2,-3,-27
854,854,1503513670922,9,-7,-12,-2,2,2,2,-7
855,855,1503513670931,-4,0,3,1,4,0,-1,6
856,856,1503513670945,-5,-5,0,2,3,0,-2,1
857,857,1503513670953,7,6,6,10,11,-11,5,14
858,858,1503513670961,-20,-3,3,0,-1,1,-3,-1
859,859,1503513670976,-5,5,11,0,1,6,-3,2
860,860,1503513670982,-8,-4,-1,2,1,-3,-6,-22
861,861,1503513670983,2,10,4,-5,-11,-8,0,-9
862,862,1503513670991,-1,-7,-7,-6,-7,3,5,19
863,863,1503513671005,15,3,1,-2,-7,4,3,17
