,Start,End,Ignored
0,526.6666666666666,633.3333333333334,4
1,1573.3333333333333,1803.3333333333333,3
2,2296.6666666666665,2533.3333333333335,2
3,3203.3333333333335,3580.0,1
4,4406.666666666667,4486.666666666667,4
5,5110.0,5130.0,3
6,5666.666666666667,5890.0,2
7,6406.666666666667,6566.666666666667,1
8,7193.333333333333,7316.666666666667,4
9,7830.0,7930.0,3
10,8530.0,8616.666666666666,2
11,9193.333333333334,9300.0,1
12,9860.0,10083.333333333334,4
13,10653.333333333334,10780.0,3
14,11253.333333333334,11366.666666666666,2
15,12040.0,12133.333333333334,1
16,12716.666666666666,12913.333333333334,4
17,13470.0,13646.666666666666,3
18,14170.0,14250.0,2
19,14846.666666666666,14976.666666666666,1
20,15520.0,15650.0,4
21,16156.666666666666,16290.0,3
22,16676.666666666668,16763.333333333332,2
23,17250.0,17403.333333333332,1
24,18050.0,18146.666666666668,4
25,18496.666666666668,18623.333333333332,3
26,19063.333333333332,19150.0,2
27,19470.0,19580.0,1
28,20216.666666666668,20340.0,4
29,20810.0,20946.666666666668,3
30,21456.666666666668,21676.666666666668,2
31,22050.0,22183.333333333332,1
32,22883.333333333332,22983.333333333332,4
33,23606.666666666668,23686.666666666668,3
34,24026.666666666668,24163.333333333332,2
35,24716.666666666668,24850.0,1
36,25503.333333333332,25606.666666666668,4
37,25930.0,26120.0,3
38,26656.666666666668,26736.666666666668,2
39,27150.0,27280.0,1
