,Start,End,Ignored
0,766.6666666666666,863.3333333333334,1
1,1090.0,1196.6666666666667,2
2,1596.6666666666667,1706.6666666666667,3
3,1966.6666666666667,2100.0,4
4,2453.3333333333335,2556.6666666666665,1
5,2913.3333333333335,3000.0,2
6,3250.0,3366.6666666666665,3
7,3690.0,3826.6666666666665,4
8,4120.0,4266.666666666667,1
9,4580.0,4703.333333333333,2
10,4986.666666666667,5123.333333333333,3
11,5410.0,5576.666666666667,4
12,5850.0,5963.333333333333,1
13,6223.333333333333,6390.0,2
14,6730.0,6836.666666666667,3
15,7186.666666666667,7303.333333333333,4
16,7523.333333333333,7630.0,1
17,7920.0,8033.333333333333,2
18,8386.666666666666,8520.0,3
19,8806.666666666666,8950.0,4
20,9213.333333333334,9363.333333333334,1
21,9636.666666666666,9796.666666666666,2
22,10320.0,10426.666666666666,3
23,10746.666666666666,10913.333333333334,4
24,11256.666666666666,11356.666666666666,1
25,11666.666666666666,11796.666666666666,2
26,12206.666666666666,12313.333333333334,3
27,12650.0,12783.333333333334,4
28,13240.0,13350.0,1
29,13620.0,13720.0,2
30,14096.666666666666,14180.0,3
31,14493.333333333334,14596.666666666666,4
32,15000.0,15110.0,1
33,15403.333333333334,15536.666666666666,2
34,16100.0,16210.0,3
35,16596.666666666668,16833.333333333332,4
36,17223.333333333332,17326.666666666668,1
37,17716.666666666668,17830.0,2
38,18286.666666666668,18393.333333333332,3
39,18773.333333333332,18876.666666666668,4
